tick	antikeeper	attacker	builder	claimer	harvester	healer	longbuilder	longharvester	longminer	miner	shortminer	upgrader
17288419	1.23	0	0.55	0.45	0.69	0	0	0.44	0.51	0.31	0.11	0.32
17288519	0.60	0	0.53	0.44	0.80	0	0	0.52	0.42	0.46	0.14	0.32
17288619	0.66	0	0.50	0.40	0.73	0	0	0.50	0.46	0.47	0.13	0.35
17288719	0.79	0	0.17	0.34	0.68	0	0	0.51	0.50	0.37	0.15	0.31
17288819	1.22	0	0.44	0.45	0.70	0	0	0.50	0.45	0.49	0.13	0.33
17288919	0.73	0	0.61	0.33	0.70	0	0	0.54	0.43	0.51	0.17	0.30
17289019	0.96	0	0.57	0.64	0.65	0	0	0.50	0.52	0.44	0.10	0.38
17289119	0.38	0	0.55	0.40	0.65	0	0	0.47	0.48	0.49	0.15	0.31
17289219	0.69	0	0.55	0.28	0.85	0	0	0.54	0.41	0.49	0.13	0.31
17289319	1.05	0	0.52	0.55	0.69	0	0	0.45	0.48	0.47	0.10	0.30
17289419	0.37	0	0.70	0.38	0.54	0	0	0.53	0.44	0.49	0.13	0.38
17289519	0.87	0	0.59	0.28	0.52	0	0	0.46	0.47	0.43	0.13	0.31
17289619	0.89	0	0.54	0.54	0.62	0	0	0.45	0.58	0.38	0.09	0.31
17289719	0.44	0	0.37	0.40	0.59	0	0	0.58	0.42	0.50	0.15	0.34
17289819	1.03	0	0.73	0.34	0.66	0	0	0.49	0.56	0.43	0.12	0.31
17289919	0.96	0	0.52	0.47	0.73	0	0	0.46	0.47	0.35	0.20	0.30
17290019	0.95	0	0.72	0.36	0.68	0	0	0.51	0.46	0.49	0.20	0.36
17290119	0.76	0	0.51	0.32	0.72	0	0	0.56	0.48	0.46	0.12	0.31
17290219	0.52	0	0.54	0.35	0.60	0	0	0.49	0.47	0.41	0.14	0.31
17290319	1.00	0	0.71	0.60	0.62	0	0	0.57	0.46	0.49	0.10	0.34
17290420	0.83	0	0.52	0.42	0.68	0	0	0.49	0.53	0.53	0.13	0.36
17290520	0.52	0	0.56	0.27	0.69	0	0	0.51	0.58	0.72	0.12	0.31
17290620	0.73	0	0.49	0.55	0.74	0	0	0.62	0.43	0.50	0.13	0.31
17290720	0.70	0	0.50	0.47	0.79	0	0	0.47	0.48	0.50	0.11	0.30
17290820	0.55	0	0.85	0.31	0.86	0	0	0.43	0.52	0.46	0.14	0.32
17291120	0.72	0	0.59	0.34	0.71	0	0	0.53	0.61	0.38	0.12	0.31
17291220	0.88	0	0.44	0.54	0.64	0	0	0.56	0.51	0.47	0.13	0.30
17291320	1.00	0	0.58	0.61	0.64	0	0	0.57	0.55	0.49	0.10	0.37
17291420	0.84	0	0.50	0.33	0.66	0	0	0.51	0.47	0.40	0.12	0.41
17291520	0.65	0	0.48	0.42	0.71	0	0	0.52	0.44	0.49	0.15	0.34
17291620	0.55	0	0.48	0.33	0.71	0	0	0.56	0.47	0.55	0.10	0.30
17291720	0.67	0	0.55	0.42	0.64	0	0	0.53	0.45	0.53	0.11	0.31
17292020	0.91	0	0.46	0.60	0.60	0	0.24	0.54	0.38	0.50	0.10	0.40
17293720	0.87	0	0.60	0.68	0.65	0	0.64	0.49	0.53	0.46	0.12	0.37
17294420	0.86	0	0.47	0.44	0.66	0	0.59	0.52	0.48	0.52	0.11	0.31
17294620	0	0	0.52	0.49	0.62	0	0.54	0.58	0.43	0.50	0.13	0.30
17294720	0	0	0.47	0.49	0.64	0	0.50	0.47	0.50	0.50	0.11	0.40
17294820	0.49	0	0.56	0.31	0.61	0	0	0.52	0.47	0.49	0.09	0.36
17294920	0.48	0	0.50	0.44	0.75	0	0	0.57	0.56	0.43	0.10	0.40
17295020	0.94	0	0.62	0.66	0.73	0	0	0.46	0.52	0.42	0.10	0.39
17295120	0.82	0	0.55	0.30	0.64	0	0	0.46	0.52	0.53	0.09	0.36
17295320	0.57	0	0.51	0.68	0.77	0	0	0.55	0.51	0.43	0.09	0.37
17295520	0.50	0	0.47	0.24	0.65	0	0	0.50	0.50	0.49	0.11	0.34
17295620	0.53	0	0.50	0.68	0.87	0	0	0.53	0.49	0.50	0.10	0.35
17295720	0.77	0	0.47	0.30	0.71	0	0	0.58	0.45	0.50	0.12	0.34
17295820	0.70	0	0.72	0.29	0.61	0	0	0.58	0.44	0.50	0.12	0.30
17295920	0.92	0	0.47	0.68	0.73	0	0	0.48	0.47	0.50	0.11	0.32
17296020	0.91	0	0.70	0.29	0.71	0	0	0.62	0.45	0.54	0.12	0.32
17296219	0.78	0	0.58	0.68	0.81	0	0	0.48	0.51	0.41	0.11	0.40
17296319	0.82	0	0.54	0.30	0.70	0	0	0.70	0.55	0.48	0.16	0.32
17296420	1.35	0	0.94	0.29	0.79	0	0	0.54	0.57	0.46	0.13	0.33
17296520	1.12	0	0.61	0.51	0.70	0	0	0.47	0.57	0.37	0.15	0.36
17296620	0.65	0	0.37	0.59	0.66	0	0	0.58	0.53	0.45	0.18	0.39
17296720	0.66	0	0.48	0.28	0.70	0	0	0.50	0.57	0.50	0.14	0.39
17296820	0.82	0	0.35	0.46	0.76	0	0	0.54	0.43	0.41	0.11	0.30
17296920	0.67	0	0.15	0.50	0.58	0	0	0.53	0.50	0.50	0.10	0.41
17297020	0.69	0	0.27	0.30	0.81	0	0	0.54	0.57	0.50	0.13	0.33
17297120	0.73	0	0.18	0.40	0.78	0	0	0.48	0.43	0.50	0.13	0.30
17297220	0.69	0	0.15	0.50	0.71	0	0	0.54	0.46	0.50	0.12	0.29
17297320	0.66	0	0.17	0.29	0.68	0	0	0.55	0.58	0.55	0.12	0.35
17297520	0	0	0.16	0.61	0.73	0	0	0.40	0.71	0.44	0.08	0.47
17297720	0.77	0	0.15	0.39	0.75	0	0	0.43	0.38	0.39	0.12	0.34
17297820	0	0	0.13	0.37	0.59	0	0	0.45	0.32	0.48	0.09	0.38
17297920	0	0	0.16	0.29	0.65	0	0	0.48	0.38	0.49	0.19	0.44
17298020	0	0	0	0.63	0.67	0	0	0.56	0.40	0.36	0.09	0.43
17298120	0	0	0	0.52	0.64	0	0	0.46	0.35	0.48	0.10	0.34
17298220	0.90	0	0	0.38	0.70	0	0	0.36	0.42	0.50	0.09	0.44
17298320	0.49	0	0	0.56	0.54	0	0	0.47	0.44	0.45	0.10	0.36
17298420	0.63	0	0	0.29	0.75	0	0	0.32	0.29	0.50	0.08	0.34
17298520	0	0	0	0.45	0.67	0	0	0.44	0.42	0.49	0.11	0.35
17298620	0	0	0	0.50	0.75	0	0	0.32	0.42	0.50	0.07	0.35
17298720	0.71	0	0	0.38	0.60	0	0	0.43	0.37	0.50	0.10	0.35
17298820	0.51	0	0	0.37	0.83	0	0	0.42	0.70	0.47	0.10	0.32
17298920	1.06	0	0	0.52	0.61	0	0	0.46	0.41	0.42	0.09	0.33
17299020	0	0	0	0.29	0.64	0	0	0.40	0.33	0.50	0.08	0.31
17299120	0	0	0	0.34	0.57	0	0	0.50	0.40	0.50	0.11	0.32
17299220	0.47	0	0	0.57	0.56	0	0	0.46	0.39	0.41	0.11	0.31
17299320	0.81	0	0	0.34	0.66	0	0	0.48	0.54	0.50	0.09	0.36
17299421	1.16	0	0	0.32	0.57	0	0	0.56	0.54	0.49	0.11	0.39
17299521	0.47	0	0	0.46	0.77	0	0	0.55	0.60	0.45	0.10	0.39
17299621	0.94	0	0	0.67	0.58	0	0	0.50	0.43	0.50	0.09	0.34
17299721	0.92	0	0	0.29	0.85	0	0	0.58	0.56	0.51	0.14	0.33
17299821	0.77	0	0	0.39	0.69	0	0	0.46	0.44	0.50	0.12	0.30
17299921	0.45	0	0	0.86	0.55	0	0	0.53	0.35	0.50	0.09	0.32
17300021	0.82	0	0	0.48	0.69	0	0	0.53	0.58	0.52	0.14	0.32
17300121	0.99	0	0	0.34	0.74	0	0	0.53	0.72	0.48	0.14	0.34
17300221	0.64	0	0	0.58	0.66	0	0	0.50	0.55	0.43	0.11	0.31
17300321	0.75	0	0	0.29	0.74	0	0	0.59	0.50	0.47	0.13	0.32
17300421	0.84	0	0	0.24	0.64	0	0	0.45	0.54	0.35	0.12	0.30
17300521	0.58	0	0	0.75	0.77	0	0	0.53	0.47	0.51	0.12	0.34
17300621	0.72	0	0	0.38	0.73	0	0	0.55	0.49	0.48	0.14	0.34
17300721	0.80	0	0	0.25	0.73	0	0	0.45	0.53	0.41	0.11	0.31
17300821	0.98	0	0	0.29	0.62	0	0	0.46	0.46	0.50	0.12	0.31
17300921	0.92	0	0	0.55	0.71	0	0	0.61	0.53	0.53	0.16	0.33
17301021	0.61	0	0	0.26	0.78	0	0	0.52	0.51	0.50	0.12	0.31
17301121	0.67	0	0	0.23	0.71	0	0	0.51	0.39	0.50	0.11	0.33
17301221	0.89	0	0	0.81	0.92	0	0	0.57	0.51	0.53	0.13	0.31
17301321	0.51	0	0	0.29	0.76	0	0	0.51	0.52	0.52	0.11	0.30
17301421	0.69	0	0	0.24	0.64	0	0	0.49	0.47	0.49	0.09	0.30
17301521	0.74	0	0	0.69	0.78	0	0	0.51	0.84	0.45	0.15	0.31
17301620	0.59	0	0	0.28	0.72	0	0	0.58	0.67	0.42	0.16	0.32
17301720	1.07	0	0	0.27	0.90	0	0	0.48	0.51	0.48	0.18	0.33
17301820	1.54	0	0	0.74	0.76	0	0	0.43	0.47	0.46	0.13	0.32
17301920	0	0	0	0.33	0.72	0	0	0.38	0.44	0.41	0.09	0.29
17302021	0.43	0	0	0.26	0.63	0	0	0.37	0.37	0.47	0.10	0.37
17302121	1.22	0	0	0.66	0.61	0	0	0.35	0.42	0.46	0.14	0.30
17302221	1.04	0	0	0.32	0.64	0	0	0.46	0.49	0.49	0.16	0.35
17302321	0.74	0	0	0.30	0.64	0	0	0.48	0.46	0.51	0.09	0.40
17302421	0.47	0	0	0.68	0.60	0	0	0.57	0.54	0.50	0.11	0.32
17302521	0.70	0	0	0.27	0.55	0	0	0.48	0.39	0.50	0.11	0.30
17302621	0.69	0	0	0.27	0.73	0	0	0.46	0.39	0.53	0.10	0.31
17302721	0.45	0	0	0.48	0.60	0	0	0.54	0.55	0.51	0.13	0.36
17302821	0.74	0	0	0.47	0.59	0	0	0.49	0.60	0.47	0.09	0.31
17302921	0.74	0	0	0.27	0.73	0	0	0.45	0.67	0.44	0.12	0.33
17303021	0.45	0	0	0.23	0.72	0	0	0.45	0.60	0.46	0.12	0.38
17303221	1.14	0	0	0.29	0.71	0	0.74	0.49	0.50	0.46	0.14	0.39
17303321	1.06	0	0	0.23	0.73	0	0.59	0.44	0.43	0.50	0.13	0.33
17303421	0.63	0	0	0.80	0.68	0	0.35	0.48	0.50	0.43	0.11	0.30
17303521	0.89	0	0	0.41	0.70	0	0.41	0.48	0.50	0.50	0.19	0.32
17303621	0.88	0	0	0.25	0.76	0	0.35	0.49	0.48	0.50	0.10	0.40
17303721	0.95	0	0	0.59	0.62	0	0.39	0.50	0.49	0.51	0.09	0.42
17303821	0.54	0	0	0.29	0.78	0	0.41	0.49	0.44	0.51	0.11	0.31
17303921	1.11	0	0	0.26	0.67	0	0.88	0.47	0.53	0.51	0.15	0.29
17304021	0.68	0	0	0.68	0.61	0	0.98	0.48	0.40	0.51	0.20	0.33
17304122	0.99	0	0	0.29	0.58	0	0.74	0.50	0.47	0.50	0.11	0.38
17304222	0.86	0	0	0.25	0.65	0	1.12	0.47	0.75	0.38	0.14	0.28
17304422	0.62	0	0	0.35	0.76	0	0.97	0.48	0.47	0.46	0.11	0.30
17304522	0.90	0	0	0.26	0.63	0	1.14	0.43	0.52	0.47	0.13	0.38
17304622	0.77	0	0	0.67	0.59	0	1.15	0.44	0.44	0.37	0.12	0.31
17304722	0.63	0	0	0.38	0.67	0	1.05	0.51	0.47	0.48	0.15	0.30
17304922	0.69	0	0	0.50	0.67	0	0	0.42	0.46	0.46	0.09	0.34
17305022	0.93	0	0	0.38	0.67	0	0	0.40	0.45	0.50	0.11	0.33
17305122	1.33	0	0	0.29	0.59	0	0	0.42	0.48	0.50	0.11	0.37
17305222	0	0	0	0.29	0.66	0	0	0.32	0.36	0.50	0.10	0.31
17305322	0.44	0	0	0.38	0.57	0	0	0.34	0.32	0.50	0.08	0.39
17305422	0.69	0	0	0.55	0.55	0	0	0.39	0.41	0.52	0.11	0.39
17305522	0.61	0	0	0.30	0.70	0	0	0.38	0.42	0.44	0.10	0.32
17305622	0	0	0	0.56	0.64	0	0	0.36	0.58	0.73	0.11	0.38
17305722	0.47	0	0	0.32	0.76	0	0	0.40	0.44	0.46	0.12	0.39
17305822	0.82	0	0	0.30	0.62	0	0	0.42	0.49	0.62	0.05	0.37
17305922	0	0	0	0.52	0.64	0	0	0.44	0.48	0.64	0.10	0.65
17306022	0	0	0	0.39	0.58	0	0	0.37	0.46	0.47	0.11	0.37
17306122	0	0	0	0.33	0.58	0	0	0.30	0.39	0.38	0.31	0.39
17306222	0	0	0	0.78	0.69	0	0	0.24	0.40	0.50	0.12	0.42
17306325	0	0	0	0.48	0.68	0	0.05	0.24	0.46	0.50	0.10	0.46
17306425	0	0	0	0.32	0.54	0	0.02	0.20	0.61	0.41	0.09	0.45
17306525	0	0	0	0.43	0.52	0	0.23	0.31	0.62	0.50	0.10	0.32
17306625	0	0	0	0.42	0.68	0	0.45	0.36	0.55	0.50	0.10	0.32
17306725	0.56	0	0	0.51	0.64	0	0.42	0.35	0.58	0.46	0.09	0.35
17306825	0.83	0	0	0.38	0.50	0	0.87	0.51	0.55	0.48	0.09	0.37
17306924	0.63	0	0	0.36	0.43	0	0.40	0.56	1.10	0.48	0.15	0.31
17307024	0.58	0	0	0.43	0.37	0	0.50	0.60	0.62	0.35	0.11	0.52
17307224	0.66	0	0	0.38	0.87	0	0.51	0.50	0.65	0.44	0.13	0.38
17307324	0.60	0	0	0.47	0.69	0	0.35	0.50	0.60	0.50	0.13	0.37
17307624	0.60	0	0	0.41	0.69	0	0.42	0.45	0.57	0.49	0.08	0.33
17307724	0.72	0	0	0.35	0.61	0	0.73	0.44	0.50	0.50	0.10	0.39
17307924	0.61	0	0	0.54	0.65	0	0	0.43	0.51	0.50	0.11	0.33
17308024	0.61	0	0	0.40	0.74	0	0	0.51	0.44	0.53	0.10	0.31
17308124	0.57	0	0	0.42	0.67	0	0	0.49	0.57	0.49	0.12	0.28
17308224	0.70	0	0	0.41	0.86	0	0	0.45	0.68	0.43	0.11	0.29
17308324	0.42	0	0	0.38	0.67	0	0	0.53	0.46	0.46	0.13	0.33
17308424	0.27	0	0	0.45	0.69	0	0	0.51	0.46	0.41	0.12	0.30
17308524	0.33	0	0	0.45	0.67	0	0	0.41	0.47	0.40	0.09	0.30
17308624	0.97	0	0	0.44	0.75	0	0	0.53	0.41	0.52	0.10	0.32
17308724	1.11	0	0	0.34	0.74	0	0	0.50	0.47	0.49	0.13	0.39
17308824	0.86	0	0	0.55	0.71	0	0	0.51	0.42	0.38	0.14	0.31
17308924	0.69	0	0	0.50	0.76	0	0	0.54	0.38	0.50	0.09	0.30
17309024	0.71	0	0	0.41	0.71	0	0	0.51	0.46	0.49	0.11	0.31
17309124	1.09	0	0	0.69	0.73	0	0	0.41	0.43	0.49	0.12	0.35
17309224	0.68	0	0	0.65	0.63	0	0	0.54	0.40	0.53	0.09	0.35
17309324	0.76	0	0	0.41	0.79	0	0	0.51	0.48	0.50	0.12	0.33
17309424	0.90	0	0	0.68	0.68	0	0	0.56	0.52	0.52	0.11	0.31
17309524	1.16	0	0	0.51	0.66	0	0	0.51	0.45	0.47	0.16	0.31
17309624	0.80	0	0	0.46	0.65	0	0	0.44	0.73	0.42	0.11	0.29
17309724	0.82	0	0	0.31	0.59	0	0	0.45	0.53	0.36	0.12	0.30
17309824	1.48	0	0	0.55	0.82	0	0	0.47	0.49	0.49	0.14	0.30
17309924	0.54	0	0	0.62	0.72	0	0	0.48	0.47	0.47	0.16	0.31
17310024	0.65	0	0	0.32	0.64	0	0	0.49	0.49	0.38	0.12	0.33
17310124	0.93	0	0	0.43	0.70	0	0	0.51	0.48	0.43	0.13	0.32
17310224	1.15	0	0	0.36	0.66	0	0	0.54	0.51	0.48	0.09	0.35
17310324	0.77	0	0	0.32	0.57	0	0	0.49	0.47	0.45	0.11	0.30
17310424	0.55	0	0	0.27	0.78	0	0	0.51	0.51	0.49	0.11	0.32
17310524	0.71	0	0	0.44	0.71	0	0	0.45	0.59	0.50	0.13	0.30
17310624	0.53	0	0	0.58	0.68	0	0	0.45	0.39	0.51	0.11	0.33
17310724	0.52	0	0	0.49	0.73	0	0	0.55	0.42	0.51	0.10	0.34
17310824	0.86	0	0	0.24	0.51	0	0	0.47	0.58	0.51	0.17	0.29
17310924	0.60	0	0	0.62	0.82	0	0	0.46	0.64	0.39	0.12	0.34
17311024	0.79	0	0	0.28	0.76	0	0	0.45	0.60	0.50	0.09	0.33
17311124	0.66	0	0	0.24	0.74	0	0	0.34	0.33	0.48	0.09	0.38
17311224	0.61	0	0	0.38	0.55	0	0	0.33	0.28	0.36	0.08	0.30
17311324	1.01	0	0	0.52	0.82	0	0	0.41	0.38	0.49	0.11	0.38
17311424	0.66	0	0	0.27	0.75	0	0	0.47	0.51	0.50	0.13	0.33
17311524	0.46	0	0	0.34	0.76	0	0	0.50	0.49	0.47	0.17	0.35
17311624	0.65	0	0	0.75	0.65	0	0	0.57	0.42	0.50	0.11	0.36
17311724	0.68	0	0	0.37	0.84	0	0	0.43	0.49	0.51	0.10	0.34
17311824	0.51	0	0	0.26	0.58	0	0	0.53	0.49	0.49	0.09	0.32
17311924	0.49	0	0	0.70	0.75	0	0	0.48	0.32	0.50	0.14	0.31
17312024	0.51	0	0	0.30	0.78	0	0	0.47	0.48	0.50	0.09	0.35
17312124	0.44	0	0	0.28	0.57	0	0	0.52	0.55	0.51	0.14	0.33
17312223	0.51	0	0	0.75	0.81	0	0	0.48	0.45	0.47	0.12	0.30
17312323	0.60	0	0	0.40	0.92	0	0.63	0.45	0.58	0.40	0.15	0.30
17312523	0.54	0	0	0.67	0.85	0	0.62	0.53	0.45	0.49	0.15	0.37
17312723	0.50	0	0	0.27	0.74	0	0.55	0.54	0.44	0.36	0.12	0.29
17312823	0.53	0	0	0.52	0.71	0	0.55	0.49	0.37	0.49	0.14	0.31
17313023	0	0	0	0.27	0.82	0	0.48	0.56	0.49	0.51	0.13	0.30
17313123	0.40	0	0	0.26	0.68	0	0.52	0.51	0.42	0.50	0.12	0.31
17313223	0.70	0	0	0.64	0.80	0	0.44	0.53	0.51	0.51	0.13	0.36
17313523	0.57	0	0	0.71	0.67	0	0.53	0.48	0.52	0.48	0.13	0.32
17313623	0.68	0	0	0.27	0.77	0	0.54	0.51	0.57	0.37	0.12	0.29
17313823	0.73	0	0	0.71	0.66	0	0.63	0.54	0.50	0.43	0.14	0.34
17313923	0.89	0	0	0.49	0.73	0	0.46	0.54	0.49	0.33	0.11	0.30
17314023	0.74	0	0	0.29	0.74	0	0.60	0.50	0.46	0.42	0.17	0.30
17314123	0.56	0	0	0.69	0.70	0	1.06	0.49	0.44	0.33	0.22	0.30
17314223	0.70	0	0	0.28	0.79	0	0	0.50	0.53	0.47	0.16	0.30
17314320	0.79	0	0	0.27	0.78	0	0	0.50	0.48	0.48	0.11	0.34
17314420	1.01	0	0	0.68	0.98	0	0	0.53	0.49	0.53	0.18	0.31
17314519	1.10	0	0	0.34	0.83	0	0	0.54	0.52	0.51	0.15	0.33
17314619	0.94	0	0	0.29	0.88	0	0	0.49	0.51	0.50	0.14	0.34
17314719	1.51	0	0	0.24	0.75	0	0	0.40	0.49	0.52	0.12	0.36
17314819	0.50	0	0	0.23	0.55	0	0	0.33	0.59	0.50	0.11	0.32
17314919	0.39	0	0	0.69	0.84	0	0	0.33	0.48	0.45	0.09	0.34
17315019	0	0	0	0.26	0.56	0	0	0.39	1.13	0.40	0.12	0.30
17315119	0	0	0	0.23	0.74	0	0	0.34	0.53	0.37	0.07	0.29
17315219	0.44	0	0	0.24	0.65	0	0	0.35	0.45	0.49	0.10	0.32
17315319	0.48	0	0	0.73	0.73	0	0	0.32	0.54	0.50	0.08	0.30
17315420	0.39	0	0	0.39	0.67	0	0	0.33	0.56	0.48	0.09	0.34
17315520	0.50	0	0	0.24	0.61	0	0	0.35	0.45	0.49	0.13	0.30
17315620	0.38	0	0	0.70	0.66	0	0	0.25	0.54	0.50	0.08	0.36
17315720	0.53	0	0	0.44	0.68	0	0	0.29	0.56	0.50	0.10	0.33
17315820	0.57	0	0	0.26	0.60	0	0	0.48	0.45	0.50	0.12	0.29
17315920	0.77	0	0	0.30	0.75	0	0	0.47	0.53	0.50	0.09	0.34
17316033	0.74	0	0	0.51	0.70	0	0	0.47	0.44	0.50	0.10	0.33
17316166	0.52	0	0	0.26	0.56	0	0	0.50	0.38	0.51	0.13	0.32
17316266	0.94	0	0	0.24	0.68	0	0	0.48	0.54	0.41	0.10	0.32
17316366	0.65	0	0	0.64	0.80	0	0	0.60	0.76	0.39	0.12	0.38
17316430	0.47	0	0	0.24	0.52	0	0	0.46	0.90	0.46	0.09	0.34
17316519	0.60	0	0	0.28	0.87	0	0	0.52	0.54	0.47	0.15	0.32
17316617	0.70	0	0	0.29	0.66	0	0	0.52	0.53	0.29	0.14	0.35
17316852	0.78	0	0	0.74	0.74	0	0	0.56	0.55	0.52	0.12	0.40
17316952	0.98	0	0	0.52	0.78	0	0	0.52	0.58	0.52	0.11	0.32
17317052	0.63	0	0	0.65	0.63	0	0	0.48	0.51	0.49	0.12	0.33
17317152	0.58	0	0	0.29	0.71	0	0	0.48	0.50	0.51	0.11	0.32
17317250	0	0	0	0.42	0.77	0	0.74	0.56	0.50	0.51	0.13	0.35
17317350	0	0	0	0.67	0.82	0	0.58	0.53	0.42	0.53	0.13	0.31
17317450	0.54	0	0	0.30	0.75	0	0.48	0.44	0.49	0.53	0.12	0.34
17317750	0.85	0	0	0.40	0.67	0	0.39	0.45	0.59	0.31	0.08	0.36
17318052	1.34	0	0	0.42	0.56	0	0.46	0.62	0.54	0.49	0.17	0.31
17318152	0.81	0	0	0.31	0.66	0	0.46	0.59	0.43	0.49	0.11	0.33
17318325	0.85	0	0	0.64	0.78	0	0.57	0.50	0.39	0.50	0.09	0.31
17318425	0.96	0	0	0.30	0.78	0	0.50	0.51	0.53	0.50	0.10	0.32
17318525	1.10	0	0	0.50	0.72	0	0.59	0.55	0.52	0.50	0.11	0.32
17318822	1.27	0	0	0.51	0.76	0	0.48	0.56	0.57	0.47	0.11	0.30
17318960	1.43	0	0	0.33	0.80	0	0	0.51	0.47	0.46	0.13	0.31
17319060	0	0	0	0.45	0.67	0	0	0.56	0.48	0.50	0.10	0.37
17319160	0	0	0	0.54	0.78	0	0	0.59	0.62	0.48	0.12	0.39
17319260	0	0	0	0.27	0.80	0	0	0.47	0.49	0.49	0.12	0.37
17319360	0.62	0	0	0.48	0.57	0	0	0.47	0.52	0.41	0.10	0.39
17319460	0.45	0	0	0.58	0.76	0	0	0.47	0.46	0.48	0.11	0.33
17319560	1.16	0	0	0.30	0.72	0	0	0.52	0.43	0.49	0.12	0.37
17319660	1.13	0	0	0.47	0.71	0	0	0.54	0.50	0.50	0.10	0.37
17319823	0.89	0	0	0.55	0.66	0	0	0.50	0.55	0.49	0.12	0.34
17319963	1.62	0	0	0.42	0.67	0	0	0.63	0.49	0.49	0.13	0.41
17320108	1.37	0	0	0.47	0.66	0	0	0.50	0.51	0.49	0.13	0.34
17320251	0.92	0	0	0.42	0.66	0	0	0.52	0.54	0.42	0.12	0.35
17320352	0.98	0	0	0.27	0.79	0	0	0.52	0.50	0.50	0.14	0.33
17320498	1.63	0	0	0.59	0.68	0	0	0.54	0.55	0.41	0.13	0.32
17320635	1.11	0	0	0.51	0.66	0	0	0.52	0.70	0.43	0.11	0.37
17320735	1.31	0	0	0.25	0.75	0	0	0.32	0.38	0.48	0.10	0.33
17320935	0.48	0	0	0.41	0.51	0	0	0.44	0.36	0.50	0.11	0.40
17321036	0.93	0	0	0.33	0.75	0	0	0.42	0.56	0.51	0.11	0.38
17321136	1.23	0	0	0.38	0.63	0	0	0.53	0.50	0.50	0.18	0.32
17321236	1.01	0	0	0.46	0.61	0	0	0.44	0.49	0.49	0.11	0.40
17321336	0.53	0	0	0.48	0.55	0	0	0.53	0.58	0.50	0.09	0.34
17321436	0.80	0	0	0.28	0.60	0	0	0.52	0.58	0.50	0.11	0.32
17321536	0.82	0	0	0.49	0.89	0	0	0.52	0.46	0.42	0.11	0.30
17321689	1.40	0	0	0.42	0.69	0	0	0.49	0.54	0.45	0.11	0.33
17321789	1.07	0	0	0.26	0.62	0	0	0.55	0.55	0.47	0.14	0.35
17321889	0.88	0	0	0.50	0.83	0	0	0.48	0.65	0.48	0.14	0.35
17321989	0.60	0	0	0.42	0.66	0	0	0.54	0.66	0.50	0.11	0.35
17322089	0.69	0	0	0.27	0.76	0	0	0.54	0.48	0.42	0.11	0.34
17322189	0.87	0	0	0.74	0.66	0	0	0.49	0.50	0.49	0.10	0.34
17322350	0.50	0	0	0.66	0.75	0	0	0.54	0.53	0.50	0.11	0.32
17322450	1.16	0	0	0.26	0.73	0	0	0.52	0.47	0.50	0.13	0.30
17322550	1.09	0	0	0.53	0.66	0	0	0.50	0.53	0.48	0.09	0.33
17322718	1.07	0	0	0.37	0.61	0	0	0.54	0.53	0.51	0.12	0.33
17322849	1.22	0	0	0.55	0.82	0	0	0.56	0.70	0.46	0.17	0.33
17322949	1.07	0	0	0.40	0.75	0	0	0.60	0.63	0.42	0.14	0.33
17323049	0.76	0	0	0.27	0.71	0	0	0.61	0.49	0.50	0.12	0.38
17323149	0.66	0	0	0.29	0.70	0	0	0.48	0.53	0.47	0.16	0.31
17323249	0.86	0	0	0.66	0.77	0	0	0.52	0.51	0.40	0.13	0.32
17323349	0.63	0	0	0.54	0.63	0	0	0.55	0.48	0.44	0.12	0.35
17323449	0.59	0	0	0.28	0.70	0	0	0.52	0.62	0.54	0.15	0.31
17323549	1.04	0	0	0.64	0.83	0	0	0.46	0.51	0.50	0.09	0.29
17323649	0.87	0	0	0.61	0.54	0	0	0.50	0.46	0.50	0.11	0.32
17323749	0.42	0	0	0.39	0.78	0	0	0.47	0.51	0.46	0.12	0.30
17323849	0.87	0	0	0.34	0.60	0	0	0.51	0.46	0.45	0.13	0.30
17323949	0.94	0	0	0.70	0.66	0	0	0.50	0.37	0.44	0.13	0.30
17324050	0.88	0	0	0.27	0.74	0	0	0.46	0.48	0.49	0.10	0.31
17324150	0.67	0	0	0.29	0.60	0	0	0.52	0.55	0.48	0.11	0.31
17324250	0.73	0	0	0.60	0.76	0	0	0.51	0.47	0.44	0.15	0.32
17324350	0.98	0	0	0.49	0.73	0	0	0.45	0.54	0.40	0.12	0.28
17324450	0.67	0	0	0.30	0.72	0	0	0.50	0.53	0.34	0.12	0.33
17324550	0.78	0	0	0.60	0.72	0	0	0.55	0.45	0.49	0.14	0.31
17324650	0.87	0	0	0.28	0.68	0	0	0.47	0.74	0.46	0.09	0.31
17324750	0.75	0	0	0.29	0.80	0	0	0.50	0.53	0.42	0.11	0.32
17324870	0.94	0	0	0.70	0.80	0	0	0.53	0.43	0.49	0.12	0.32
17325004	1.16	0	0	0.30	0.75	0	0	0.50	0.51	0.50	0.17	0.36
17325104	0.89	0	0	0.53	0.71	0	0	0.61	0.57	0.50	0.12	0.33
17325214	0.49	0	0	0.49	0.74	0	0	0.53	0.53	0.51	0.13	0.31
17325335	1.02	0	0	0.29	0.79	0	0	0.49	0.47	0.53	0.12	0.39
17325435	1.16	0	0	0.27	0.67	0	0	0.39	0.34	0.50	0.11	0.36
17325535	0.92	0	0	0.67	0.81	0	0	0.37	0.37	0.46	0.09	0.32
